image_path,source_dataset,source_label,unified_label
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_237.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_238.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_239.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_240.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_241.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_242.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_243.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_244.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_245.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_247.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_248.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_249.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_250.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_253.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_254.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_256.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_257.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_258.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_259.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_260.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_261.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_262.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_264.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_265.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_268.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_269.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_270.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_271.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_272.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_273.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_276.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_277.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_278.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_279.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_280.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_281.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_282.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_283.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_284.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_285.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_286.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_287.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_289.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_291.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_292.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_293.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_294.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_295.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_296.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_297.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_299.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_300.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_301.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_302.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_303.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_304.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_305.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_306.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_307.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_308.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_309.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_310.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_311.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_312.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_313.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_314.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_315.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_316.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_319.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_320.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_321.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_322.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_323.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_324.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_326.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_327.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_328.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_330.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_331.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_332.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_333.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_334.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_335.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_336.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_337.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_338.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_339.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_342.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_343.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_344.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_346.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_347.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_350.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_351.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_352.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_353.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_354.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_355.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_356.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_357.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_358.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_359.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_364.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_365.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_366.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_367.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_368.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_369.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_370.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_371.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_372.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_373.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_374.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_375.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_376.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_377.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_378.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_379.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_380.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_381.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_382.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_383.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_384.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_385.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_386.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_388.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_389.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_390.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_391.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_392.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_393.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_394.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_395.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_396.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_397.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_398.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_399.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_401.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_402.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_403.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_404.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_406.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_407.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_408.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_409.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_411.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_412.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_414.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_418.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_419.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_420.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_421.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_422.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_423.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_424.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_425.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_426.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_427.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_429.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_430.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_431.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_432.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_433.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_434.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_436.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_437.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_438.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_439.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_440.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_441.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_442.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_443.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_445.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_446.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_447.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_448.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_449.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_450.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_451.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_452.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_453.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_455.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_456.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_457.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_458.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_459.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_460.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_461.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_462.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_463.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_464.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_465.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_467.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_468.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_470.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_471.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_472.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_473.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_474.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_475.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_476.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_477.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_479.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_480.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_481.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_482.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_483.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_484.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_485.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_486.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_488.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_489.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_490.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_491.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_492.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_494.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_496.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_497.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_498.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_499.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_500.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_501.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_502.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_503.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_504.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_505.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_506.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_507.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_508.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_510.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_511.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_512.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_513.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_514.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_515.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_516.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_517.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_518.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_519.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_520.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_521.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_522.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_523.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_524.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_525.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_527.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_528.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_529.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_532.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_533.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_534.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_535.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_536.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_539.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_540.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_541.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_542.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_543.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_545.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_546.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_547.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_548.jpg,bd3,major_crack,crack
data/raw/bd3/major_crack/BD3_original_dataset__train__major_crack__cls01_549.jpg,bd3,major_crack,crack
